,Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,datetime,month,hour
1635,20140196,19643,2014,4/24/2014 10:00 AM,18718,SUNOCO PIPELINE L.P.,"SLICK JCT. TO BEGGS 6""",ONSHORE,UNDERGROUND,CRUDE OIL,0,0,BEGGS,OKMULGEE,OK,35.7391,-96.15759,CORROSION,INTERNAL,3.0,0.0,2.9,0.1,NO,NO,YES,4/24/2014 10:05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,296.0,0.0,5000.0,20000.0,0.0,30296,2014-04-24 10:00:00,4,10
1636,20140201,19783,2014,4/25/2014 8:00 AM,2552,COLONIAL PIPELINE CO,BENGAL/BATON ROUGE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,JACKSON,EAST FELICIANA,LA,30.71133,-91.28204,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.7,0.0,4.7,0.0,NO,NO,YES,4/25/2014 8:00,4/27/2014 23:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,75000.0,0.0,0.0,75558,2014-04-25 08:00:00,4,8
1637,20140207,20055,2014,4/25/2014 8:40 AM,1845,"BUCKEYE PARTNERS, LP",HAMMOND TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0,HAMMOND,LAKE,IN,41.6076,-87.4667,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.95,0.0,0.95,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,926.0,0.0,224.0,2650,2014-04-25 08:40:00,4,8
1638,20140198,19586,2014,4/25/2014 10:00 AM,22442,WEST TEXAS GULF PIPELINE CO,RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,ZEPHYR,BROWN,TX,32.4982,-98.6362,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,0.0,0.0,0.5,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,50.0,0.0,2000.0,11669.0,0.0,15719,2014-04-25 10:00:00,4,10
1639,20140202,20024,2014,4/25/2014 10:45 AM,11551,"DELEK LOGISTICS OPERATING, LLC.",COLQUITT GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,HAYNESVILLE,CLAIBORNE,LA,32.97035,-92.93675,CORROSION,INTERNAL,400.0,0.0,223.0,177.0,NO,NO,YES,4/25/2014 10:45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,6545.0,50000.0,2500000.0,500000.0,250000.0,3341545,2014-04-25 10:45:00,4,10
1640,20160370,21833,2014,4/25/2014 2:45 PM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,0,NIOBRARA,WY,43.3831,-104.2457,CORROSION,EXTERNAL,1.0,0.0,0.0,1.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,57.0,0.0,200.0,200.0,0.0,957,2014-04-25 14:45:00,4,14
1641,20140194,19793,2014,4/25/2014 8:30 PM,31684,PHILLIPS 66 PIPELINE LLC,PASADENA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,PASADENA,HARRIS,TX,29.717371,-95.179389,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.36,0.0,0.36,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15000.0,0.0,0.0,15050,2014-04-25 20:30:00,4,20
1642,20140203,20012,2014,4/26/2014 6:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TEXAS CITY TANK FARM,ONSHORE,TANK,CRUDE OIL,0,0,TEXAS CITY,GALVESTON,TX,29.34525,-94.935183,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.2,0.0,0.2,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,15.0,0.0,0.0,1000.0,0.0,2015,2014-04-26 06:15:00,4,6
1643,20140199,20000,2014,4/26/2014 8:43 AM,300,"PLAINS PIPELINE, L.P.",ORION TO CALUMET,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,0,0,OK,35.86561,-98.41103,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,65.0,0.0,65.0,0.0,NO,NO,YES,4/26/2014 8:43,4/26/2014 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33500.0,2000.0,0.0,68000.0,0.0,0.0,103500,2014-04-26 08:43:00,4,8
1644,20140205,19411,2014,4/26/2014 12:00 PM,11032,LACLEDE GAS CO,LACLEDE PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,MIXTURE OF LIQUID PROPANE AND BUTANE,GRANITE CITY,MADISON,IL,38.680985,-90.183432,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0.05,10.0,0.0,0.05,NO,NO,YES,4/26/2014 12:00,5/6/2014 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,500.0,0.0,0.0,0.0,0.0,100500,2014-04-26 12:00:00,4,12
1645,20140206,19412,2014,4/27/2014 1:45 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",CHEYENNE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,CHEYENNE,LARAMIE,WY,41.1274,-104.7907,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5.0,0.0,4.0,1.0,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,500.0,250.0,0.0,850,2014-04-27 13:45:00,4,13
1646,20140210,19417,2014,4/29/2014 6:55 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",CHEYENNE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,CHEYENNE,LARAMIE,WY,41.1274,-104.7907,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.0,0.0,1.0,4.0,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1000.0,250.0,0.0,1370,2014-04-29 06:55:00,4,6
1647,20140211,19418,2014,4/29/2014 8:30 AM,12634,MOBIL CHEMICAL CO,NECHES TERMINAL,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,BEAUMONT,JEFFERSON,TX,30.0751806,-94.064083,CORROSION,EXTERNAL,4.5,0.0,0.0,4.5,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,500.0,0.0,0.0,0.0,0.0,45500,2014-04-29 08:30:00,4,8
1648,20140214,19424,2014,4/30/2014 3:32 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",0,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.54,0.0,0.54,0.0,NO,NO,YES,4/30/2014 3:32,4/30/2014 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,500.0,0.0,1505,2014-04-30 03:32:00,4,3
1649,20140208,19547,2014,4/30/2014 6:00 AM,32147,MARATHON PIPE LINE LLC,ST. JAMES CAPLINE,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,ST. JAMES,ST. JAMES,LA,30.0250818,-90.8409226,INCORRECT OPERATION,INCORRECT INSTALLATION,0.9,0.0,0.9,0.0,NO,NO,YES,4/30/2014 6:05,4/30/2014 9:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1100,2014-04-30 06:00:00,4,6
1650,20140185,19999,2014,4/30/2014 12:45 PM,20160,"PETROLOGISTICS OLEFINS, LLC",4 INCH PG PROPYLENE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,DEER PARK,HARRIS,TX,29.4313,-95.65,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",7.0,0.0,0.0,7.0,NO,NO,YES,4/30/2014 13:10,5/2/2014 17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46887.0,0.0,0.0,1800.0,0.0,0.0,48687,2014-04-30 12:45:00,4,12
1651,20140213,19865,2014,5/1/2014 6:40 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",OKLAHOMA CITY RENO TERM.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,RENO,OKLAHOMA,OK,35.46577,-97.44754,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,0.0,0.71,0.0,NO,NO,YES,5/1/2014 7:30,5/1/2014 9:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,0.0,100.0,0.0,0.0,290,2014-05-01 06:40:00,5,6
1652,20140218,20506,2014,5/1/2014 8:25 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,MIDLAND,MIDLAND,TX,32.02363,-102.01169,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,400.0,0.0,400.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,30000.0,0.0,70000,2014-05-01 08:25:00,5,8
1653,20140209,20395,2014,5/1/2014 1:00 PM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK HELENA BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),0,HELENA,ALFALFA,OK,36.58261,-98.30137,INCORRECT OPERATION,INCORRECT INSTALLATION,176.0,0.0,0.0,176.0,NO,NO,YES,5/1/2014 13:00,5/1/2014 14:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,7530.0,0.0,0.0,0.0,0.0,7780,2014-05-01 13:00:00,5,13
1654,20140217,20010,2014,5/1/2014 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,MIDLAND,MIDLAND,TX,32.019351,-102.01641,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,4.0,0.0,4.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1000.0,0.0,1400,2014-05-01 13:00:00,5,13
1655,20140216,20176,2014,5/2/2014 7:20 AM,31555,KINDER MORGAN CO2 CO. LP,MCCAMEY STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),0,0,MCCAMEY,UPTON,TX,31.1158,-102.2931,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2066.0,0.0,0.0,2066.0,NO,NO,YES,5/2/2014 7:20,5/2/2014 9:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,9310.0,0.0,0.0,0.0,0.0,11610,2014-05-02 07:20:00,5,7
1656,20140212,19666,2014,5/2/2014 8:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",0,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.01,0.0,0.0,0.01,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,1000.0,0.0,1201000,2014-05-02 08:30:00,5,8
1657,20140215,19810,2014,5/2/2014 4:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM ,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,MIDLAND,MIDLAND,TX,32.02363,-102.012028,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,0.0,0.2,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,20.0,0.0,0.0,1000.0,0.0,2020,2014-05-02 16:00:00,5,16
1658,20140220,19439,2014,5/4/2014 9:45 AM,300,"PLAINS PIPELINE, L.P.",GOLDSMITH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,GOLDSMITH,ECTOR,TX,32.960694,-102.617915,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,0.0,1.5,0.0,NO,NO,YES,5/4/2014 9:47,5/5/2014 10:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,50.0,0.0,1500.0,0.0,0.0,4050,2014-05-04 09:45:00,5,9
1659,20140222,20791,2014,5/6/2014 11:18 AM,31957,KINDER MORGAN WINK PIPELINE LP,"WINK TO SNYDER 10""",ONSHORE,UNDERGROUND,CRUDE OIL,0,0,SNYDER,SCURRY,TX,32.794161,-101.019901,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,3.0,0.0,0.0,3.0,NO,NO,YES,5/6/2014 11:18,5/6/2014 18:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54700.0,300.0,0.0,2500.0,2500.0,0.0,60000,2014-05-06 11:18:00,5,11
1660,20140225,20390,2014,5/6/2014 3:29 PM,15156,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,RUTLEDGE,KNOX,MO,40.29832,-92.11387,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,270.0,0.0,270.0,0.0,NO,NO,YES,5/6/2014 15:29,5/12/2014 12:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40472.0,34314.0,2000.0,8867.0,764257.0,0.0,849910,2014-05-06 15:29:00,5,15
1661,20140219,19703,2014,5/6/2014 4:12 PM,9175,JAYHAWK PIPELINE LLC,HILL CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,NEAR HILL CITY,GRAHAM,KS,39.369394,-99.80891,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.9,0.0,2.1,0.8,NO,NO,YES,5/6/2014 16:31,5/8/2014 23:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.0,300.0,0.0,4205.0,6633.0,2500.0,14955,2014-05-06 16:12:00,5,16
1662,20140224,19451,2014,5/7/2014 5:30 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",WOOD STATION,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,SEMINOLE,GAINES,TX,32.75619,-102.71984,CORROSION,INTERNAL,10.0,0.0,10.0,0.0,NO,NO,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.0,0.0,0.0,992.0,99999.0,0.0,103668,2014-05-07 05:30:00,5,5
1663,20140221,19921,2014,5/7/2014 4:15 PM,39104,SKEISUI SPECIALTY CHEMICALS AMERICA,SEKISUI VAM PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VINYL ACETATE MONOMER,PASADENA,HARRIS,TX,29.71927,-95.1986,CORROSION,EXTERNAL,744.05,0.0,298.78,445.27,NO,NO,YES,5/7/2014 19:23,6/17/2014 8:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,120000.0,0.0,250000.0,800000.0,0.0,1470000,2014-05-07 16:15:00,5,16
1664,20140227,20257,2014,5/11/2014 4:30 PM,4805,EXPLORER PIPELINE CO,GREENVILLE TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0,CADDO MILLS,HUNT,TX,33.03568558,-96.20079871,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,0.0,0.2,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,20.0,0.0,500.0,0.0,0.0,1020,2014-05-11 16:30:00,5,16
1665,20140223,20626,2014,5/12/2014 6:16 AM,39047,"GEL OFFSHORE PIPELINE, LLC",0,OFFSHORE,0,CRUDE OIL,0,0,0,0,0,28.260372,-92.250136,CORROSION,EXTERNAL,0.1,0.0,0.0,0.1,NO,NO,YES,5/12/2014 6:30,6/24/2014 14:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,450000.0,1450000,2014-05-12 06:16:00,5,6
1666,20140226,19578,2014,5/12/2014 1:18 PM,15674,PLANTATION PIPE LINE CO,CNG PIPELINE/ANDERSON PUMPING STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),0,ANDERSON,ANDERSON,SC,34.481971,-82.60639,INCORRECT OPERATION,INCORRECT INSTALLATION,608.0,0.0,163.0,445.0,NO,NO,YES,5/12/2014 13:18,5/13/2014 18:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70300.0,0.0,900000.0,200000.0,0.0,1170300,2014-05-12 13:18:00,5,13
1667,20140229,19481,2014,5/13/2014 5:50 AM,300,"PLAINS PIPELINE, L.P.",EUCUTTA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,0,WAYNE,MS,31.819742,-88.903921,CORROSION,INTERNAL,4.0,0.0,4.0,0.0,NO,NO,YES,5/13/2014 5:59,5/13/2014 15:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104.0,400.0,0.0,5500.0,1200.0,0.0,14204,2014-05-13 05:50:00,5,5
1668,20140230,19468,2014,5/13/2014 1:00 PM,300,"PLAINS PIPELINE, L.P.",LAS FLORES STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,0,SANTA BARBARA,CA,34.478859,-120.014772,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.26,0.0,0.26,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,29.0,0.0,2800.0,1000.0,0.0,5629,2014-05-13 13:00:00,5,13
1669,20140232,19961,2014,5/14/2014 8:00 AM,4805,EXPLORER PIPELINE CO,"VINITA, OK PUMP STATION",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0,AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.5,0.0,2.5,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,150.0,0.0,57730.0,0.0,0.0,60380,2014-05-14 08:00:00,5,8
1670,20140231,19906,2014,5/15/2014 12:13 AM,300,"PLAINS PIPELINE, L.P.",LA PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,0,LOS ANGELES,CA,34.146191,-118.272341,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,331.0,0.0,331.0,0.0,NO,NO,YES,5/15/2014 0:35,5/17/2014 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,5100.0,1390480.0,1419000.0,75000.0,0.0,3089580,2014-05-15 00:13:00,5,0
1671,20140235,20355,2014,5/18/2014 9:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,KANSAS CITY,WYANDOTTE,KS,39.13839,-94.60294,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0.0,0.0,0.6,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,125.0,0.0,2200.0,0.0,0.0,4625,2014-05-18 09:50:00,5,9
1672,20140233,21658,2014,5/18/2014 1:30 PM,31045,"GENESIS PIPELINE USA, L.P.",TIGER PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,PORT ALLEN,WEST BATON ROUGE,LA,30.47832,-91.21973,INCORRECT OPERATION,INCORRECT INSTALLATION,20.0,0.0,20.0,0.0,NO,NO,YES,5/18/2014 13:32,5/20/2014 2:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,94704.0,0.0,0.0,95704,2014-05-18 13:30:00,5,13
1673,20160371,21834,2014,5/19/2014 9:50 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,0,NIOBRARA COUNTY,WY,43.37233,-104.26353,CORROSION,EXTERNAL,35.0,0.0,34.0,1.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,50.0,0.0,200.0,200.0,0.0,950,2014-05-19 09:50:00,5,9
1674,20140237,19774,2014,5/20/2014 9:30 AM,18718,SUNOCO PIPELINE L.P.,EVANT STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,0,0,EVANT,CORYELL,TX,31.4396,-98.14535,CORROSION,INTERNAL,2.0,0.0,0.0,2.0,NO,NO,YES,5/20/2014 9:30,5/20/2014 17:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,20000.0,27000.0,0.0,47198,2014-05-20 09:30:00,5,9
1675,20140241,19495,2014,5/20/2014 12:38 PM,300,"PLAINS PIPELINE, L.P.",WAMSUTTER STATION,ONSHORE,UNDERGROUND,CRUDE OIL,0,0,0,SWEETWATER,WY,41.686997,-107.98125,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.19,0.0,0.19,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,20.0,0.0,1800.0,0.0,0.0,4623,2014-05-20 12:38:00,5,12
1676,20140234,20522,2014,5/20/2014 1:49 PM,4805,EXPLORER PIPELINE CO,REMOTE OPERATED BLOCK VALVE AT MILE POST 8.98,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,LA BELLE,JEFFERSON,TX,29.906433,-94.149808,INCORRECT OPERATION,INCORRECT INSTALLATION,250.0,0.0,250.0,0.0,NO,NO,YES,5/20/2014 13:49,5/20/2014 18:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,14000.0,0.0,800000.0,6523000.0,0.0,7487000,2014-05-20 13:49:00,5,13
1677,20140240,19522,2014,5/21/2014 9:43 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,BAYTOWN TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0,BAYTOWN,HARRIS COUNTY,TX,29.76673,-95.01269,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,0.0,1.0,0.0,NO,NO,NO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,300.0,0.0,5000.0,5000.0,0.0,17300,2014-05-21 09:43:00,5,9
